removed_task,removed_path,removed_label,kept_task,kept_path,kept_label,hamming
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/df84e7113003.png,Proliferative DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/bf1b7e21e774.png,Moderate DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/dfc7ec7db0e0.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/test_images/test_images/ea7e21bab610.png,No DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/e01b7bac822b.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/941d874c8afb.png,No DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/e037643244b7.png,Proliferative DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/5b76117c4bcb.png,Proliferative DR,0
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/e03a74e7d74f.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/b532dedd928c.png,No DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/e04f3c6619a3.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/75a071608ea6.png,No DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/e06cccc08c59.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/test_images/test_images/e8e44b3160e3.png,No DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/e06d3d4733f0.png,Moderate DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/a721efb1e049.png,Moderate DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/e0863b353093.png,Moderate DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/453d553b0a94.png,Moderate DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/e087bd4b88f2.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/2b5bb6d33959.png,No DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/e12d41e7b221.png,Moderate DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/bacfb1029f6b.png,Mild DR,0
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/e12df54e0d1e.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/545df1bbcd61.png,Mild DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/e135d7ba9a0e.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/c9e697117f3f.png,No DR,2
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/e16af45285e5.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/1b862fb6f65d.png,No DR,2
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/e1b8acb1cea1.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/ce754234d760.png,No DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/e1dc02a3dc2a.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/1f3f32efaf20.png,No DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/e1e490773462.png,Moderate DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/a7ec056502e7.png,Mild DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/e1fb532f55df.png,Severe DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/b019a49787c1.png,Severe DR,0
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/e2265c383348.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/26d9576e8043.png,No DR,2
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/e26bcae6c67b.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/4464bb62bf20.png,No DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/e29e54ff921e.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/c6d4e4a3bd4c.png,No DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/e2c3b037413b.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/a8b637abd96b.png,No DR,0
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/e2ec22b3d07e.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/36e4b704b905.png,No DR,2
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/e30a890600e1.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/6fbaaf8eb67a.png,No DR,2
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/e322acd46152.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/cd314653a4d8.png,No DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/e33766353db2.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/42c65af5ab16.png,No DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/e38f3a65b02b.png,Mild DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/8114d6a160df.png,Mild DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/e39b627cf648.png,Proliferative DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/b9127e38d9b9.png,Moderate DR,0
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/e3b47ed5b511.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/875d2ffcbf47.png,No DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/e4151feb8443.png,Moderate DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/46cdc8b685bd.png,Proliferative DR,0
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/e499434242cc.png,Moderate DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/a7b7dc8788b9.png,Moderate DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/e4a44f9158dc.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/1c7a013eeba7.png,No DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/e4ae1ee6aada.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/549381330191.png,No DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/val_images/val_images/00a8624548a9.png,Moderate DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/44e0d56e9d42.png,Moderate DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/val_images/val_images/00cb6555d108.png,Mild DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/76e589911303.png,Mild DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/val_images/val_images/00f6c1be5a33.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/a654b25124c3.png,No DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/val_images/val_images/0124dffecf29.png,Mild DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/test_images/test_images/ea588d1e5d96.png,Moderate DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/val_images/val_images/012a242ac6ff.png,Moderate DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/1f07dae3cadb.png,Moderate DR,0
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/val_images/val_images/0161338f53cc.png,Moderate DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/cac40227d3b2.png,Moderate DR,0
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/val_images/val_images/01b3aed3ed4c.png,Mild DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/812d5adafaf2.png,Moderate DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/val_images/val_images/01d9477b1171.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/1b3647865779.png,No DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/val_images/val_images/01f7bb8be950.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/1db18bdd43aa.png,Moderate DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/val_images/val_images/0212dd31f623.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/54038e56131d.png,No DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/val_images/val_images/0243404e8a00.png,Proliferative DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/3b018e8b7303.png,Severe DR,0
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/val_images/val_images/026dcd9af143.png,Moderate DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/98e8adcf085c.png,Moderate DR,0
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/val_images/val_images/02da652c74b8.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/8acdf12f412a.png,No DR,2
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/val_images/val_images/033f2b43de6d.png,Moderate DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/test_images/test_images/e580676516b0.png,Mild DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/val_images/val_images/034cb07a550f.png,Proliferative DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/c8d2d32f7f29.png,Proliferative DR,0
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/val_images/val_images/03a7f4a5786f.png,Proliferative DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/4b6895d0cf8d.png,No DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/val_images/val_images/03b373718013.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/6324d77cf926.png,No DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/val_images/val_images/041f09eec1e8.png,Moderate DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/207a580de0ea.png,Moderate DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/val_images/val_images/0423237770a7.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/a88365134c3c.png,No DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/val_images/val_images/04579e31e4be.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/test_images/test_images/f994a3b07935.png,No DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/val_images/val_images/04ac765f91a1.png,Mild DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/3044022c6969.png,Mild DR,0
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/val_images/val_images/04d029cfb612.png,Moderate DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/524f240e0c90.png,Moderate DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/val_images/val_images/05a5183c92d0.png,Mild DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/63a03880939c.png,Mild DR,0
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/val_images/val_images/070f67572d03.png,Severe DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/2017cd92c63d.png,Proliferative DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/val_images/val_images/07419eddd6be.png,Moderate DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/81b0a2651c45.png,Moderate DR,0
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/val_images/val_images/07a0be6b347f.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/4c389d033cb0.png,No DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/val_images/val_images/0851d6a69589.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/test_images/test_images/e66ad813a508.png,No DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/val_images/val_images/08f8838d69bb.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/5e5275ddee29.png,No DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/val_images/val_images/09237bf783a4.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/348598d01e18.png,No DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/val_images/val_images/0a38b552372d.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/415d5c5e785f.png,No DR,2
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/val_images/val_images/0a4e1a29ffff.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/1b862fb6f65d.png,No DR,0
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/val_images/val_images/0a74c92e287c.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/260a455692b5.png,No DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/val_images/val_images/0a9ec1e99ce4.png,Moderate DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/7b49041cbf17.png,Severe DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/val_images/val_images/0abf0c485f66.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/test_images/test_images/f71aca5a7dc3.png,No DR,2
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/val_images/val_images/0ac436400db4.png,Moderate DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/test_images/test_images/fda39982a810.png,Severe DR,0
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/val_images/val_images/0ae2dd2e09ea.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/881ec6186e68.png,No DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/val_images/val_images/0af296d2f04a.png,Moderate DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/test_images/test_images/f2ee81781411.png,Moderate DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/val_images/val_images/0b2ea8f268cf.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/test_images/test_images/f8d62557ad0c.png,No DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/val_images/val_images/0b3efe669365.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/test_images/test_images/ee77763a6afb.png,No DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/val_images/val_images/0b8bdec9d869.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/540e4973829e.png,No DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/val_images/val_images/0c38940e1f80.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/599498e9e4bc.png,No DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/val_images/val_images/0c7e82daf5a0.png,Moderate DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/3e86335bc2fd.png,Moderate DR,0
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/val_images/val_images/0ca0aee4d57e.png,Moderate DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/4029d70e9d8a.png,Mild DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/val_images/val_images/0cb14014117d.png,Severe DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/4a44cc840ebe.png,Moderate DR,0
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/val_images/val_images/0cd31078cd08.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/436fa3fd145a.png,No DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/val_images/val_images/0d8f60ed9280.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/260a455692b5.png,No DR,2
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/val_images/val_images/0da09e3ce8f1.png,Moderate DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/test_images/test_images/e6a58edc5b42.png,Moderate DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/val_images/val_images/0dce95217626.png,Mild DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/94372043d55b.png,Mild DR,0
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/val_images/val_images/0e94cd271c00.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/650104ede84c.png,No DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/val_images/val_images/0fcfc6301f3d.png,Moderate DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/test_images/test_images/e6a58edc5b42.png,Moderate DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/val_images/val_images/1002b5151b8e.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/1db0393cdbc1.png,No DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/val_images/val_images/1006345f70b7.png,Moderate DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/435d900fa7b2.png,Moderate DR,0
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/val_images/val_images/10bf25731c08.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/71e43b4f8ba6.png,No DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/val_images/val_images/10de500cf0c5.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/342edf9b889d.png,No DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/val_images/val_images/10f36b0239fb.png,Mild DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/1bf30c84bbad.png,Proliferative DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/val_images/val_images/10f6ef37fe43.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/650104ede84c.png,No DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/val_images/val_images/111898ab463d.png,Mild DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/33105f9b3a04.png,Mild DR,0
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/val_images/val_images/11242a67122d.png,Proliferative DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/65c958379680.png,Proliferative DR,0
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/val_images/val_images/11d8e5eaee5b.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/7d94a000c2d0.png,No DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/val_images/val_images/12025b34deb8.png,Moderate DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/test_images/test_images/ffec9a18a3ce.png,Moderate DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/val_images/val_images/12058bbb8299.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/test_images/test_images/ec6f1797a25a.png,No DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/val_images/val_images/12ab2f6397f0.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/c38dec54a9f7.png,No DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/val_images/val_images/12bc439d373a.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/57a710de68a4.png,No DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/val_images/val_images/12e3f5f2cb17.png,Mild DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/d567a1a22d33.png,Mild DR,0
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/val_images/val_images/12ef75375322.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/test_images/test_images/ec6f1797a25a.png,No DR,2
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/val_images/val_images/135575dc57c9.png,Moderate DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/2c2aa057afc5.png,Moderate DR,0
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/val_images/val_images/1411c8ab7161.png,Moderate DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/8acffaf1f4b9.png,Moderate DR,0
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/val_images/val_images/141735b57ec0.png,Moderate DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/d29096bd94aa.png,Moderate DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/val_images/val_images/144a1a426137.png,Moderate DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/35df2bc6ae95.png,No DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/val_images/val_images/144b01e7b993.png,Moderate DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/1e143fa3de57.png,Moderate DR,0
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/val_images/val_images/14515b8f19b6.png,Moderate DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/ba2624883599.png,Moderate DR,0
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/val_images/val_images/14c3b41d289c.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/d06ccd0cf4b8.png,Mild DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/val_images/val_images/14e3f84445f7.png,Severe DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/test_images/test_images/f0f89314e860.png,Proliferative DR,0
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/val_images/val_images/1509d097b69a.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/3325b1fe55d2.png,No DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/val_images/val_images/15b21c80cc31.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/1f3f32efaf20.png,No DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/val_images/val_images/15c24478ac72.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/8b079e79035f.png,No DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/val_images/val_images/15e24b73d4a7.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/3325b1fe55d2.png,No DR,2
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/val_images/val_images/1601c939412f.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/874f8c1929f6.png,No DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/val_images/val_images/16060f05d047.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/test_images/test_images/fb88783de055.png,No DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/val_images/val_images/1608c82a263f.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/668e853258cd.png,Moderate DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/val_images/val_images/1623e8e3adc4.png,Severe DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/da8900ac7f29.png,Moderate DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/val_images/val_images/1632c4311fc9.png,Moderate DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/a75bab2463d4.png,Mild DR,0
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/val_images/val_images/1638404f385c.png,Proliferative DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/576e189d23d4.png,Proliferative DR,0
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/val_images/val_images/165c548185f8.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/946545473380.png,No DR,2
